Station ID	Station Code	Station name	Date	Depth1	Depth2	Qs	pH	KOND	TURB860	SPM	TOC	PO4-P	TOTP	NO3-N	NH4-N	TOTN	SiO2	As	Pb	Cd	Cu	Zn	Ni	Cr
29612	BUSEDRA	Drammenselva	18.05.2016 12:30	0	0	385.203	7.13	3.51	0.87	0.96	3.2	2	5	200	7	385	2.786	0.13	1.64	0.007	0.44	1.9	0.3	<0.025
29612	BUSEDRA	Drammenselva	25.05.2016 11:00	0	0	462.452	7.19	3.35	1.4	3.05	3.1	2	5	230	<2	410	2.679	0.11	3.35	0.006	0.63	2.3	0.4	0.11
29612	BUSEDRA	Drammenselva	09.06.2016 11:45	0	0	440.907	7.24	3.22	0.92	1.72	3.5	1	6	150	2	365	2.786	0.14	2.57	0.008	0.68	2.2	0.23	0.094
29612	BUSEDRA	Drammenselva	15.06.2016 11:00	0	0	287.843	7.22	3.56	0.77	1.41	3.4	1	5	170	15	370	2.7	0.13	1.44	0.005	0.62	1.7	0.31	0.12
29612	BUSEDRA	Drammenselva	23.06.2016 09:00	0	0	322.207	7.24	3.19	0.81	1.47	3.3	1	4	140	6	315	2.593	0.11	1.6	0.006	0.57	1.3	0.18	0.099
29612	BUSEDRA	Drammenselva	06.07.2016 13:15	0	0	304.372	7.25	3.38	1.1	1.36	3.4	1	6	150	36	355	2.55	0.14	0.201	0.008	0.87	4.1	0.54	0.14
29612	BUSEDRA	Drammenselva	08.08.2016 10:40	0	0	326.474	7.13	3.55	2.8	4.13	5.9	11	12	180	3	450	3.064	0.19	0.649	0.009	1.07	2.3	0.68	0.28
29612	BUSEDRA	Drammenselva	06.09.2016	0	0	204.23																		
29612	BUSEDRA	Drammenselva	06.09.2016 07:30	0	0	204.23	7.2	3.36	0.74	1.56	3.6	<1	5	150	16	345	2.507	0.15	0.417	0.006	0.59	1.7	0.38	0.091
29612	BUSEDRA	Drammenselva	05.10.2016 10:15	0	0	224.309	7.07	3.12	0.69	0.94	3.2	<1	4	130	13	315	2.421	0.13	0.264	0.005	0.46	1.2	0.38	0.077
29612	BUSEDRA	Drammenselva	08.11.2016 11:15	0	0	303.053	7.09	3.6	0.97	1.56	3.4	1	5	230	13	435	2.893	0.15	0.28	0.006	0.63	1.8	0.46	0.12
29612	BUSEDRA	Drammenselva	06.12.2016 11:45	0	0	332.67	7.11	3.96	0.76	1.21	3.2	2	5	270	9	425	2.957	0.14	0.274	0.023	1.74	12.9	0.55	0.16
29612	BUSEDRA	Drammenselva	23.01.2017 12:00	0	0	334.098	7	3.5	0.68	0.83	2.9	<1	4	220	8	340	2.764							
29612	BUSEDRA	Drammenselva	07.02.2017 13:00	0	0	327.92	7.06	3.36	0.97	1.11	2.8	2	4	210	15	345	2.679	0.098	0.044	0.006	0.49	1.3	0.45	0.17
29612	BUSEDRA	Drammenselva	17.02.2017	0	0	291.013																		
29612	BUSEDRA	Drammenselva	07.03.2017 12:30	0	0	311.439	7.1	3.43	1.4	1.1	2.4	<1	4	220	2	350	2.657							
29612	BUSEDRA	Drammenselva	04.04.2017 08:00	0	0	324.273	7.15	4.17	1.7	2.02	3.5	3	7	300	6	480	3.279							
29612	BUSEDRA	Drammenselva	02.05.2017 11:40	0	0	224.802	7.24	4.38	1.4	1.68	3.6	1	5	390	9	510	3	0.13	0.12	0.01	0.74	2.6	0.44	0.11
29612	BUSEDRA	Drammenselva	16.05.2017 10:40	0	0	207.343	7.1	3.44	0.95	1.19	3.1	1	4	190	5	350	2.657							
29612	BUSEDRA	Drammenselva	23.05.2017 10:45	0	0	702.339	7.07	3.52	1.8	2.84	3.3	3	6	220	12	385	2.786							
29612	BUSEDRA	Drammenselva	06.06.2017 20:15	0	0	415.791	7.11	3.48	0.89	1.54	3.7	2	2	190	20	365	2.786							
29612	BUSEDRA	Drammenselva	19.06.2017 10:30	0	0	534.848	7.03	3.43	1.5	3.33	4.2	4	7	230	<2	415	2.957							
29612	BUSEDRA	Drammenselva	26.06.2017 08:30	0	0	367.72	7.12	3.44	1.1	1.78	3.7	1	8	190	14	375	2.807							
29612	BUSEDRA	Drammenselva	04.07.2017 15:00	0	0	176.592	6.99	3.62	0.76	1.05	3.7	2	6	170	20	360	2.571							
29612	BUSEDRA	Drammenselva	02.08.2017	0	0	157.878																		
29612	BUSEDRA	Drammenselva	07.08.2017 18:00	0	0	356.991	7.09	2.95	1	1.25	3.5	2	2	130	20	310	2.314	0.17	0.061	0.007	0.63	1.5	0.44	0.11
29612	BUSEDRA	Drammenselva	04.09.2017 14:00	0	0	286.452	7.2	3.32	0.52	0.79	3.7	<1	5	170	18	340	2.571							
29612	BUSEDRA	Drammenselva	03.10.2017	0	0	667.643																		
29612	BUSEDRA	Drammenselva	03.10.2017 14:50	0	0	667.643	7.27	3.86	2.6	4.09	5.4	4	11	310	<2	400	3.043	0.21	0.19	0.009	0.89	2.7	0.52	0.18
29612	BUSEDRA	Drammenselva	06.11.2017 14:30	0	0	426.733	7.24	4.1	3.8	1.42	4.8	4	8	310	10	500	3.407							
29612	BUSEDRA	Drammenselva	05.12.2017 14:40	0	0	339.425	7.21	3.63	0.33	1.4	3.2	2	7	220	7	370	2.936							
29612	BUSEDRA	Drammenselva	02.01.2018 11:00	0	0	309.355	7.09	3.64	<0.3	0.45	2.9	1	3	240	7	360	3.107							
29612	BUSEDRA	Drammenselva	06.02.2018 09:30	0	0	353.805	7.04	3.4	<0.3	0.7	2.5	<1	3	220	11	365	2.743	0.11	0.045	0.006	0.48	1.2	0.34	0.075
29612	BUSEDRA	Drammenselva	06.03.2018 09:00	0	0	288.308	7.13	3.73	<0.3	0.59	2.6	<1	3	230	8	390	2.764							
29612	BUSEDRA	Drammenselva	03.04.2018 09:30	0	0	241.796	7.24	4.07	0.47	0.86	2.3	1	4	300	15	395	2.764							
29612	BUSEDRA	Drammenselva	08.05.2018 07:30	0	0	846.091	7.16	4.19	2.2	3.79	3.5	3	8	250	8	440	3	0.17	0.174	0.01	0.71	2.7	0.42	0.11
29612	BUSEDRA	Drammenselva	15.05.2018 07:30	0	0	1104.762	7.01	3.14	2.7	4.68	3.1	4	7	180	<2	350	2.914							
29612	BUSEDRA	Drammenselva	28.05.2018 09:15	0	0	543.847	7.05	3.52	0.93	1.71	3.4	2	5	200	13	340	2.893							
29612	BUSEDRA	Drammenselva	05.06.2018 06:40	0	0	338.7	7.2	3.55	1.1	1.82	3.4	2	6	150	23	300	2.7							
29612	BUSEDRA	Drammenselva	12.06.2018 07:40	0	0	320.03	7.17	3.14	1.1	1.75	3.2	2	6	110	12	260	2.443							
29612	BUSEDRA	Drammenselva	26.06.2018 08:15	0	0	128.978	7.25	3.73	0.74	1.24	3.2	1	5	180	30	330	2.507							
29612	BUSEDRA	Drammenselva	02.07.2018 08:15	0	0	98.131	7.18	3.62	0.59	1.1	3.1	2	5	170	29	350	2.379							
29612	BUSEDRA	Drammenselva	06.08.2018 10:30	0	0	139.812	7.26	3.06	1	1.62	2.7	2	5	82	19	210	2.089	0.15	0.076	0.006	0.7	1.2	0.35	0.099
29612	BUSEDRA	Drammenselva	04.09.2018 08:15	0	0	124.364	7.2	3.33	0.67	0.99	2.9	<1	4	130	27	290	2.055							
29612	BUSEDRA	Drammenselva	01.10.2018 11:00	0	0	253.332	7.17	3.31	0.7	1.25	3.2	<1	4	200	<2	280	2.421	0.14	0.044	0.003	0.58	1.1	0.5	0.13
29612	BUSEDRA	Drammenselva	05.11.2018 14:00	0	0	262.176	7.02	3.82	0.67	0.87	3.5	1	4	370	15	510	2.957							
29612	BUSEDRA	Drammenselva	03.12.2018 11:20	0	0	360.94	7	4.02	3.4	3.29	3.8	4	8	410	<2	560	3.343							
29822	MROEDRI	Driva	17.02.2015 10:30	0	0	52.892	7.1	4.46	0.32	0.73	0.99	1	5	300	<2	380	3.557	0.038	0.014	<0.003	0.48	0.28	0.22	0.18
29822	MROEDRI	Driva	11.05.2015 13:00	0	0	76.72	7.25	3.9	0.43	1.65	1.8	1	6	100	<2	240	2.936	0.042	0.023	<0.003	0.78	0.56	0.24	0.18
29822	MROEDRI	Driva	10.08.2015 12:00	0	0	67.662	7.12	2.57	0.42	0.74	0.87	<1	2	45	3	122	2.044	0.034	0.008	<0.003	0.43	0.16	0.12	0.11
29822	MROEDRI	Driva	26.10.2015 13:00	0	0	38.326	6.94	3.06	0.35	0.4	1	<1	1	74	<2	155	2.593	0.027	0.005	<0.003	0.42	0.23	0.11	0.088
29822	MROEDRI	Driva	09.02.2016 10:00	0	0	60.116	7.29	4.23	1.8	1.32	0.92	1	2	240	2	330	3.921	0.038	0.024	<0.003	0.55	0.3	0.27	0.27
29822	MROEDRI	Driva	06.06.2016 10:00	0	0	180.286	7.08	2.03	0.53	2.57	1.1	2	4	53	<2	146	1.961	0.063	0.05	<0.003	0.61	0.41	0.15	0.28
29822	MROEDRI	Driva	08.08.2016	0	0	62.502																		
29822	MROEDRI	Driva	08.08.2016 11:00	0	0	62.502	7.24	2.79	<0.3	0.9	1.1	1	2	39	<2	121	2.529	0.029	0.014	<0.003	0.52	0.2	0.13	0.12
29822	MROEDRI	Driva	31.10.2016 09:00	0	0	57.134	7.03	4.82	<0.3	<0.5	1.3	<1	2	310	5	450	4.586	0.025	0.015	<0.003	0.77	0.77	0.28	0.12
29822	MROEDRI	Driva	23.01.2017 09:30	0	0	177.087	7.08	4.3	0.38	0.41	2.3	1	4	290	<2	380	3.686							
29822	MROEDRI	Driva	06.02.2017 15:45	0	0	75.103	7.11	3.74	0.34	0.32	1.3	<1	2	190	<2	265	2.936	0.047	0.011	<0.003	0.54	0.17	0.18	0.13
29822	MROEDRI	Driva	06.03.2017 09:00	0	0	45.601	7.2	4.26	<0.3	0.39	1.2	<1	1	240	<2	315	3.364							
29822	MROEDRI	Driva	10.04.2017 09:00	0	0	82.644	7.2	5.12	0.56	2.33	3.2	3	7	310	<2	470	3.707							
29822	MROEDRI	Driva	08.05.2017 13:00	0	0	83.636			0.64	3.34	2.9	3	7	240	3	335	3.3	0.053	0.04	0.004	1.02	0.55	0.35	0.29
29822	MROEDRI	Driva	12.06.2017 10:00	0	0	255.693	6.97	1.63	1.9	7.05	1	7	6	28	<2	92	1.931							
29822	MROEDRI	Driva	03.07.2017 12:00	0	0	181.134	7.09	1.82	0.73	3.4	1.2	1		27	<2	82	1.999							
29822	MROEDRI	Driva	08.08.2017 09:00	0	0	102.137	7.14	2.29	0.8	1.08	1	1	4	34	<2	91	2.314	0.026	0.023	<0.003	0.54	0.35	0.2	0.2
29822	MROEDRI	Driva	11.09.2017 10:00	0	0	40.899	7.13	3.44	<0.3	0.45	0.94	<1	3	68	<2	133	2.593							
29822	MROEDRI	Driva	02.10.2017 10:00	0	0	35.371	7.32	3.64	<0.3	0.63	0.89	3	2	95	<2	140	2.614	<0.025	0.008	<0.003	0.42	0.25	0.14	0.11
29822	MROEDRI	Driva	21.11.2017 01:00	0	0	52.164	7.14	3.44	<0.3	0.36	0.82	1	<1	160	6	250	3							
29822	MROEDRI	Driva	11.12.2017 11:30	0	0	70.399	7.25	5.56	<0.3	0.87	0.98	2	3	400	12	525	4.65							
29822	MROEDRI	Driva	09.01.2018 16:00	0	0	42.782	7.13	3.51	<0.3	0.29	0.94	<1	2	180	5	245	3.064							
29822	MROEDRI	Driva	05.02.2018 15:00	0	0	33.301	6.99	3.23	<0.3	0.45	0.97	<1	2	120	3	225	2.614	0.048	0.008	<0.003	0.44	0.15	0.15	0.1
29822	MROEDRI	Driva	05.03.2018 14:00	0	0	22.152	7.1	3.4	<0.3	0.34	0.99	<1	2	160	3	265	2.721							
29822	MROEDRI	Driva	03.04.2018 18:00	0	0	20.585	7.21	3.61	<0.3	0.48	0.98	<1	3	180	<2	230	2.871							
29822	MROEDRI	Driva	06.05.2018 18:00	0	0	124.572	7.18	3.21	1.5	8.51	2.9	11	17	87	8	305	2.914	0.053	0.091	0.004	1.16	0.73	0.33	0.24
29822	MROEDRI	Driva	03.06.2018 17:30	0	0	206.252	7.15	1.94	0.31	3.67	0.77	1	3	23	3	51	1.764							
29822	MROEDRI	Driva	01.07.2018	0	0	49.552	7.45	3.64	<0.3	0.38	0.61	<1	2	74	5	130	2.089							
29822	MROEDRI	Driva	05.08.2018 09:00	0	0	80.333	7.44	3.48	0.68	2.25	2	3	6	47	<2	130	3.043	0.085	0.058	<0.003	1.09	1.1	0.34	0.31
29822	MROEDRI	Driva	02.09.2018 20:00	0	0	49.669	7.57	4.65	<0.3	2.08	1.04	<1	2	71	3	140	3.086							
29822	MROEDRI	Driva	30.09.2018 19:00	0	0	133.602	7.34	4.24	<0.3	0.54	1.9	<1	3	140	<2	200	3.364	0.046	0.024	<0.003	0.73	1.3	0.22	0.17
29822	MROEDRI	Driva	06.11.2018 11:00	0	0	108.199	7.26	4.15	<0.3	0.43	1.8	<1	3	210	<2	310	3.879							
29822	MROEDRI	Driva	03.12.2018 12:00	0	0	41.385	7.25	4.38	<0.3	0.6	1.2	1	2	220	7	300	3.664							
29617	?STEGLO	Glomma ved Sarpsfoss	05.01.2015 15:00	0	0	536.771	7.15	4.79	2.9	2.49	3.9	5	7	372	19	585	4.2	0.14	0.119	0.009	1.04	4.7	0.68	0.2
29617	?STEGLO	Glomma ved Sarpsfoss	09.02.2015 15:00	0	0	597.176	7.41	5.27	4.9	4.1	3.8	6	9	380	30	620	4.457	0.14	0.169	0.011	1.22	10.2	0.68	0.22
29617	?STEGLO	Glomma ved Sarpsfoss	09.03.2015	0	0	638.301	7.22	5.59	17	17	4.1	18	23	480	<2	715	5.529	0.23	0.442	0.012	1.72	12.5	1.17	0.63
29617	?STEGLO	Glomma ved Sarpsfoss	06.04.2015 15:45	0	0	522.242	7.26	5.48	9.4	7.57	4.3	7	13	430	23	665	5.079	0.18	0.267	0.013	1.39	12.5	0.86	0.34
29617	?STEGLO	Glomma ved Sarpsfoss	04.05.2015 16:00	0	0	746.011	7.13	3.98	3.1	5.21	5.2	5	10	240	20	510	4.35	0.2	0.201	0.012	1.25	13.4	0.69	0.21
29617	?STEGLO	Glomma ved Sarpsfoss	13.05.2015 15:15	0	0	1061.691	7.18	4.93	5.6	7.12	4.7	7	12	490	9	730	4.693	0.16	0.275	0.014	1.37	4.9	0.79	0.28
29617	?STEGLO	Glomma ved Sarpsfoss	31.05.2015 13:10	0	0	1251.308	7.17	3.96	4.9	6.31	4.8	6	13	340	12	615	3.793	0.16	0.191	0.012	1.6	5.6	0.63	0.19
29617	?STEGLO	Glomma ved Sarpsfoss	08.06.2015 14:00	0	0	1458.527	7.16	3.91	6.9	8.97	5	8	15	390	8	605	2.979	0.19	0.27	0.017	1.85	8.5	0.79	0.25
29617	?STEGLO	Glomma ved Sarpsfoss	15.06.2015 14:00	0	0	1247.399	7.18	3.73	3.8	6.17	4.4	5	11	230	10	450	3.45	0.14	0.192	0.014	1.7	17.1	0.67	0.2
29617	?STEGLO	Glomma ved Sarpsfoss	23.06.2015 14:00	0	0	1015.335	7.13	4.13	0.96	3.51	3.4	3	10	200	10	430	2.936	0.12	0.098	0.009	1.44	6.7	0.6	0.086
29617	?STEGLO	Glomma ved Sarpsfoss	04.07.2015 09:45	0	0	1015.939	7.23	4.39	1.9	3.76	3.3	4	9	200	18	395	2.85	0.11	0.09	0.007	1.32	6.2	0.55	0.098
29617	?STEGLO	Glomma ved Sarpsfoss	10.08.2015 14:00	0	0	1271.818	7.3	4.36	3.9	7.76	3.8	6	13	240	33	480	3.257	0.19	0.232	0.011	1.55	9.7	0.68	0.19
29617	?STEGLO	Glomma ved Sarpsfoss	07.09.2015 14:30	0	0	1336.246	7.23	4.97	16	20.7	5.2	23	31	340	18	640	3.9	0.25	0.5	0.013	2.03	7.1	1.06	0.41
29617	?STEGLO	Glomma ved Sarpsfoss	05.10.2015 14:20	0	0	835.598	7.15	3.92	2.7	3.61	5.9	2	12	220	6	525	3.686	0.17	0.187	0.011	1.39	11.6	0.69	0.24
29617	?STEGLO	Glomma ved Sarpsfoss	09.11.2015 12:45	0	0	418.899	7.17	5.63	55	44.4	5.6	45	76	680	<2	975	6.064	0.36	0.926	0.017	2.46	13.4	1.41	0.97
29617	?STEGLO	Glomma ved Sarpsfoss	07.12.2015 13:40	0	0	522.784	7.29	5.33	37	30.8	5.1	27	45	480	4	755	5.464	0.32	0.681	0.016	1.97	13.7	1.24	0.73
29617	?STEGLO	Glomma ved Sarpsfoss	04.01.2016 15:15	0	0	625.878	7.17	5.04	8.8	8.25	4.8	9	19	410	6	660	4.714	0.2	0.279	0.016	1.57	6.6	0.85	0.31
29617	?STEGLO	Glomma ved Sarpsfoss	09.02.2016 16:40	0	0	592.549	7.21	6.01	96	115.2	5.3	56	84	740	29	1110	5.914	0.48	1.65	0.031	2.93	13.5	1.97	1
29617	?STEGLO	Glomma ved Sarpsfoss	07.03.2016 14:40	0	0	423.995	7.13	4.93	3.21	2.67	4.1	3	7	330	36	545	4.436	0.15	0.145	0.011	1.12	12.5	0.63	0.21
29617	?STEGLO	Glomma ved Sarpsfoss	04.04.2016 14:00	0	0	728.013	7.07	5.98	34	30.5	4.5	29	35	510	15	760	5.443	0.31	0.67	0.012	2.01	7.9	1.27	0.71
29617	?STEGLO	Glomma ved Sarpsfoss	09.05.2016 11:00	0	0	835.421	7.2	4.79	14	11.8	5.6	12	24	380	18	665	5.036	0.23	0.417	0.012	1.72	17.9	1.17	0.5
29617	?STEGLO	Glomma ved Sarpsfoss	19.05.2016 11:50	0	0	894.284	7.11	4.08	6.9	7.1	5.3	7	15	250	14	535	4.093	0.21	0.239	0.013	1.78	6.7	0.75	0.18
29617	?STEGLO	Glomma ved Sarpsfoss	31.05.2016 21:10	0	0	1539.88	7.2	3.39	4.3	6.85	5.2	8	16	230	5	500	3.343	0.16	0.283	0.015	2.04	9	0.78	0.22
29617	?STEGLO	Glomma ved Sarpsfoss	08.06.2016 12:30	0	0	1351.567	7.28	3.73	2.3	4.45	3.9	4	11	220	6	435	3.386	0.16	0.171	0.011	1.56	9.2	0.56	0.22
29617	?STEGLO	Glomma ved Sarpsfoss	21.06.2016 13:00	0	0	782.707	7.38	4.36	2.5	4.46	3	3	9	260	11	460	2.979	0.15	0.14	0.008	1.28	8.3	0.5	0.2
29617	?STEGLO	Glomma ved Sarpsfoss	29.06.2016 14:30	0	0	825.875	7.41	4.45	2	3.79	2.9	3	7	270	10	455	3.021	0.13	0.116	0.008	1.24	10.5	0.46	0.19
29617	?STEGLO	Glomma ved Sarpsfoss	05.07.2016 13:50	0	0	810.825	7.35	5.86	2.1	3.39	2.8	3	9	300	2	475	2.936	0.15	0.127	0.006	1.18	4.3	0.61	0.17
29617	?STEGLO	Glomma ved Sarpsfoss	11.08.2016 12:30	0	0	883.435	7.43	4.62	3.1	4.67	2.7	12	10	260	3	450	2.743	0.15	0.147	0.008	1.16	7.2	0.6	0.19
29617	?STEGLO	Glomma ved Sarpsfoss	06.09.2016 13:30	0	0	704.48	7.42	4.49	1.6	2.37	3.2	3	7	210	15	405	2.636	0.14	0.097	0.005	0.99	6.8	0.41	0.089
29617	?STEGLO	Glomma ved Sarpsfoss	10.10.2016 11:10	0	0	547.432	7.41	4.53	0.97	1.84	3.1	2	6	230	5	420	2.636	0.1	0.075	0.004	1.13	3.1	0.5	0.092
29617	?STEGLO	Glomma ved Sarpsfoss	07.11.2016 13:50	0	0	497.042	7.28	4.59	2.4	3.33	3.3	3	8	350	5	575	3.236	0.099	0.124	0.006	1.3	12.2	0.59	0.14
29617	?STEGLO	Glomma ved Sarpsfoss	05.12.2016 13:10	0	0	496.083	7.16	5.53	6.3	5.26	5.1	6	11	500	28	735	4.65	0.27	0.643	0.025	1.72	8	1.11	0.5
29617	?STEGLO	Glomma ved Sarpsfoss	22.01.2017 13:45	0	0	521.68	7.22	5.28	9.8	7.18	3.4	8	13	410	29	580	4.436							
29617	?STEGLO	Glomma ved Sarpsfoss	14.02.2017 15:00	0	0	443.109	7.51	4.93	1.5	1.44	3	2	5	350	28	520	3.514	0.11	0.063	0.006	0.95	1.4	0.51	0.12
29617	?STEGLO	Glomma ved Sarpsfoss	17.02.2017	0	0	418.023																		
29617	?STEGLO	Glomma ved Sarpsfoss	06.03.2017 14:15	0	0	416.856	7.29	5.55	9.9	9.05	3.7	7	16	520	6	715	4.307							
29617	?STEGLO	Glomma ved Sarpsfoss	05.04.2017 11:05	0	0	468.986	7.29	6	14	12	3.9	12	20	510	13	750	4.393							
29617	?STEGLO	Glomma ved Sarpsfoss	02.05.2017	0	0	467.204																		
29617	?STEGLO	Glomma ved Sarpsfoss	04.05.2017 10:40	0	0	467.1	7.54	9.88	2.4	4.09	4.7	5	11	450	13	590	3.9	0.14	0.162	0.008	1.33	2	0.67	0.22
29617	?STEGLO	Glomma ved Sarpsfoss	10.05.2017 15:00	0	0	608.723	7.15	5.07	6.2	9.2	4.4	9	16	360	10	575	3.75							
29617	?STEGLO	Glomma ved Sarpsfoss	21.05.2017 17:00	0	0	1412.472	7.19	4.61	6.2	5.74	5.3	9	14	350	<2	610	3.793							
29617	?STEGLO	Glomma ved Sarpsfoss	06.06.2017 20:50	0	0	1356.673	7.17	3.86	2.6	5.02	3.3	2	12	220	7	400	3.043							
29617	?STEGLO	Glomma ved Sarpsfoss	12.06.2017 12:20	0	0	1559.703	7.42	5.68	2.9	4.61	3.7	13	10	300	3	490	3.043							
29617	?STEGLO	Glomma ved Sarpsfoss	21.06.2017 12:20	0	0	1484.967	7.36	4.28	3	5.99	3.5	8	6	270	16	480	3.214							
29617	?STEGLO	Glomma ved Sarpsfoss	03.07.2017 19:45	0	0	731.702	7.34	4.43	2	3.54	2.8	4	7	220	3	390	2.829							
29617	?STEGLO	Glomma ved Sarpsfoss	02.08.2017	0	0	833.076																		
29617	?STEGLO	Glomma ved Sarpsfoss	07.08.2017 15:30	0	0	947.008	7.29	4.37	2.2	3.17	2.6	7	14	240	16	455	2.679	0.14	0.101	0.008	1.33	0.96	0.51	0.13
29617	?STEGLO	Glomma ved Sarpsfoss	03.09.2017 11:00	0	0	730.577	7.24	3.85	1.8	2.67	5.2	2	9	200	11	400	3.129							
29617	?STEGLO	Glomma ved Sarpsfoss	02.10.2017	0	0	949.833																		
29617	?STEGLO	Glomma ved Sarpsfoss	02.10.2017 15:00	0	0	949.833	7.27	5.28	6	8.66	4.9	7	14	460	<2	590	3.557	0.19	0.224	0.012	1.34	2.6	0.85	0.28
29617	?STEGLO	Glomma ved Sarpsfoss	06.11.2017 16:20	0	0	883.299	7.36	4.84	11	9.79	5.1	10	18	340	<2	550	4.05							
29617	?STEGLO	Glomma ved Sarpsfoss	04.12.2017 06:30	0	0	677.425	7.27	5.04	14	21.7	6	20	20	370	<2	680	4.671							
29617	?STEGLO	Glomma ved Sarpsfoss	08.01.2018 13:40	0	0	643.533	7.12	5.22	5.2	3.73	4	6	9	410	<2	640	4.2							
29617	?STEGLO	Glomma ved Sarpsfoss	05.02.2018 14:10	0	0	573.206	7.13	5.56	6.5	4.72	3.7	8	9	430	23	650	4.029	0.14	0.199	0.011	1.25	5.7	0.72	0.24
29617	?STEGLO	Glomma ved Sarpsfoss	04.03.2018 14:00	0	0	396.012	7.14	5.52	1.2	1.09	3.1	3	5	330	36	555	3.857							
29617	?STEGLO	Glomma ved Sarpsfoss	09.04.2018 12:30	0	0	338.035	7.25	6.94	18	10.3	3.7	15	38	730	58	885	4.457							
29617	?STEGLO	Glomma ved Sarpsfoss	07.05.2018 13:15	0	0	1328.732	6.95	4.62	13	11.2	6.3	11	18	360	28	665	4.629	0.24	0.4	0.018	1.99	5.5	1.08	0.42
29617	?STEGLO	Glomma ved Sarpsfoss	14.05.2018 11:45	0	0	2996.343	7.04	3.09	15	19.3	5.3	20	32	100	<2	300	4.05							
29617	?STEGLO	Glomma ved Sarpsfoss	23.05.2018 12:30	0	0	1957.278	7.12	3.76	5.9	7.58	3.5	9	16	150	<2	360	3.236							
29617	?STEGLO	Glomma ved Sarpsfoss	04.06.2018 11:30	0	0	1250.807	7.37	4.42	1.9	3.47	2.7	4	7	260	15	360	2.871							
29617	?STEGLO	Glomma ved Sarpsfoss	13.06.2018 12:30	0	0	783.728	7.37	4.38	3.1	3.58	2.4	9	8	190	23	390	2.614							
29617	?STEGLO	Glomma ved Sarpsfoss	25.06.2018 12:10	0	0	418.482	7.31	4.6	2.2	2.65	2.5	2	7	220	5	380	2.507							
29617	?STEGLO	Glomma ved Sarpsfoss	18.07.2018 13:00	0	0	337.67	7.33	4.78	1.9	2.09	2.4	3	8	210	3	350	2.55							
29617	?STEGLO	Glomma ved Sarpsfoss	06.08.2018 12:10	0	0	549.235	7.44	4.99	2.3	4.01	2.2	4	9	190	11	350	2.186	0.15	0.102	0.005	1.06	1.1	0.49	0.094
29617	?STEGLO	Glomma ved Sarpsfoss	03.09.2018 13:00	0	0	632.652	7.47	4.58	1.6	2.72	2.6	2	6	200	12	350	2.314							
29617	?STEGLO	Glomma ved Sarpsfoss	01.10.2018 12:40	0	0	664.199	7.33	4.71	2.2	2.73	3.3	8	11	350	10	440	2.743	0.12	0.103	0.004	1.26	3	0.55	0.13
29617	?STEGLO	Glomma ved Sarpsfoss	06.11.2018 14:30	0	0	582.127	7.18	4.99	2	2.14	2.8	2	6	530	<2	660	3.021							
29617	?STEGLO	Glomma ved Sarpsfoss	03.12.2018 14:15	0	0	777.194	7.16	5.89	14	12.1	5.5	16	23	1190	<2	1400	4.393							
29848	TROEML	M†lselv	16.02.2015 12:00	0	0	23.628	7.61	9.6	0.31	<0.4	0.72	<1	1	92	4	170	3.064	0.034	<0.005	<0.003	0.32	<0.15	0.27	0.057
29848	TROEML	M†lselv	11.05.2015 18:40	0	0	103.516	7.6	7.84	1.4	6.72	3.3	5	7	71	<2	245	3.107	0.05	0.09	0.004	0.88	0.87	0.65	0.28
29848	TROEML	M†lselv	16.08.2015 20:00	0	0	96.425	7.57	7.14	0.37	0.92	0.76	3	2	24	2	101	2.164	0.041	0.015	<0.003	0.36	0.16	0.3	0.081
29848	TROEML	M†lselv	06.10.2015 11:30	0	0	73.724	7.68	8.07	<0.3	0.52	1.2	<1	1	33	<2	110	2.507	0.04	0.022	<0.003	0.41	2.4	0.3	0.22
29848	TROEML	M†lselv	07.02.2016 13:00	0	0	24.587	7.61	9.62	<0.3	0.21	0.83	<1	1	89	7	170	3.407	0.036	0.006	<0.003	0.36	0.15	0.26	0.044
29848	TROEML	M†lselv	08.05.2016 20:00	0	0	195.308	7.61	7.3	1.9	4.48	2.6	6	10	51	<2	195	3.043	0.044	0.082	0.004	0.75	0.76	0.6	0.27
29848	TROEML	M†lselv	08.08.2016	0	0	107.143																		
29848	TROEML	M†lselv	08.08.2016 07:00	0	0	107.143	7.76	7.57	0.37	0.73	1.1	<1	2	18	<2	90	2.443	0.03	0.021	<0.003	0.43	<0.15	0.4	0.11
29848	TROEML	M†lselv	23.10.2016 13:30	0	0	37.158	7.74	9.11	<0.3	0.41	0.94	<1	2	57	3	133	2.807	0.059	0.012	<0.003	0.33	<0.15	0.25	0.053
29848	TROEML	M†lselv	30.01.2017 10:30	0	0	170.068	7.56	9.42	0.35	0.49	1.7	<1	6	87	3	165	2.957							
29848	TROEML	M†lselv	13.02.2017 10:30	0	0	88.416	7.72	10.1	<0.3	0.39	1.2	<1	2	92	5	165	3.064	0.037	0.009	<0.003	0.34	<0.15	0.33	0.062
29848	TROEML	M†lselv	05.03.2017 16:50	0	0	42.759	7.7	10.2	<0.3	<0.2	1.1	<1	2	95	<2	170	3.129							
29848	TROEML	M†lselv	04.04.2017 09:50	0	0	46.06	7.71	10.3	<0.3	0.24	1.1	<1	2	82	<2	150	3.086							
